#Observation Type, Mission, Instrument, Filters, Disperser, Target Name,Target Classification, Observation ID, RA, Dec, Principal Investigator, Product Type, Calibration Level, Scheduling, Start Time, End Time, Exposure Length, Observation Title, Focal, Format, url
#@string, string, string, string, string, string, string, string, ra, dec, string, string, int, string, float, float, float, string, float, string, string
intentType,obs_collection,instrument_name,filters,disperser,target_name,target_classification,obs_id,s_ra,s_dec,proposal_pi,dataproduct_type,calib_level,scheduling,t_min,t_max,t_exptime,obs_title,focal,format,url
science,OT_Library_UT1,UT1,IR-CUT,,25,Asteroid,11,307.6704166666666,27.178611111111113,dtouzan@gmail.com,light,1,2017-08-06T22:00:00,57971.916666666664,57971.930555555555,1200,,0.3,fits,25-20170806-2200-20x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,25,Asteroid,12,307.66291666666666,27.173333333333336,dtouzan@gmail.com,light,1,2017-08-06T23:10:00,57971.96527777778,57971.975694444445,900,,0.3,fits,25-20170806-2310-15x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,26,Asteroid,13,150.69708333333332,16.17527777777778,dtouzan@gmail.com,light,1,2017-04-21T23:30:00,57864.979166666664,57864.98958333333,900,,0.2,fits,26-20170421-2330-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,26,Asteroid,14,150.7508333333333,16.122777777777777,dtouzan@gmail.com,light,1,2017-04-22T22:15:00,57865.927083333336,57865.944444444445,1500,,0.2,fits,26-20170422-2215-25x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,29,Asteroid,15,158.4370833333333,8.817499999999999,dtouzan@gmail.com,light,1,2017-05-08T21:00:00,57881.875,57881.884722222225,840,,0.2,fits,29-20170508-2100-14x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,29,Asteroid,16,158.53625,8.748333333333333,dtouzan@gmail.com,light,1,2017-05-09T21:00:00,57882.875,57882.87986111111,420,,0.2,fits,29-20170509-2100-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,33,Asteroid,17,124.27624999999998,21.72972222222222,dtouzan@gmail.com,light,1,2021-03-05T22:32:00,59278.938888888886,59278.94027777777,120,,0.3,fits,33-20210305-2232-1x120s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,39,Asteroid,18,141.64583333333334,15.240555555555554,dtouzan@gmail.com,light,1,2017-04-25T20:20:00,57868.84722222222,57868.85763888888,900,,0.2,fits,39-20170425-2020-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,39,Asteroid,19,141.9970833333333,15.239999999999998,dtouzan@gmail.com,light,1,2017-04-28T20:20:00,57871.84722222222,57871.85763888888,900,,0.2,fits,39-20170428-2020-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41,Asteroid,20,164.46249999999998,10.892777777777777,dtouzan@gmail.com,light,1,2017-05-08T21:30:00,57881.895833333336,57881.90069444445,420,,0.2,fits,41-20170508-2130-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41,Asteroid,21,164.64124999999999,10.940555555555555,dtouzan@gmail.com,light,1,2017-05-09T21:30:00,57882.895833333336,57882.90069444445,420,,0.2,fits,41-20170509-2130-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,22,184.28999999999996,61.84638888888889,dtouzan@gmail.com,light,1,2017-03-27T21:30:00,57839.895833333336,57839.93958333333,3780,,0.2,fits,41_P-20170327-2130-63x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,23,187.9125,62.67333333333333,dtouzan@gmail.com,light,1,2017-03-28T20:00:00,57840.833333333336,57840.85555555556,1920,,0.2,fits,41_P-20170328-2000-16x120s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,24,200.9108333333333,64.52472222222222,dtouzan@gmail.com,light,1,2017-03-31T20:20:00,57843.84722222222,57843.85277777778,480,,0.2,fits,41_P-20170331-2020-16x30s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,25,214.82291666666663,64.955,dtouzan@gmail.com,light,1,2017-04-03T19:52:00,57846.82777777778,57846.86944444444,3600,,0.2,fits,41_P-20170403-1952-60x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,26,224.11124999999996,64.43111111111112,dtouzan@gmail.com,light,1,2017-04-05T21:00:00,57848.875,57848.895833333336,1800,,0.2,fits,41_P-20170405-2100-15x120s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,41_P,Comet,27,228.3970833333333,63.95611111111111,dtouzan@gmail.com,light,1,2017-04-06T21:03:00,57849.87708333333,57849.896527777775,1680,,0.2,fits,41_P-20170406-2103-28x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,46_P,Comet,28,87.01749999999998,49.97416666666667,dtouzan@gmail.com,light,1,2018-12-25T21:08:00,58477.88055555556,58477.886458333334,510,,1.0,fits,46_P-20181225-2108-34x15s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,46_P,Comet,29,144.38916666666665,46.4925,dtouzan@gmail.com,light,1,2019-02-26T22:55:00,58540.95486111111,58540.98263888889,2400,,1.0,fits,46_P-20190226-2255-10x240s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,46_P,Comet,30,148.57041666666666,37.518055555555556,dtouzan@gmail.com,light,1,2019-03-25T22:01:00,58567.91736111111,58567.959027777775,3600,,1.0,fits,46_P-20190325-2201-12x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,46_P,Comet,31,148.76541666666662,37.21888888888889,dtouzan@gmail.com,light,1,2019-03-26T20:43:00,58568.86319444444,58568.90486111111,3600,,1.0,fits,46_P-20190326-2043-12x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,46_P,Comet,32,150.05999999999997,35.36388888888889,dtouzan@gmail.com,light,1,2019-04-01T19:54:00,58574.82916666667,58574.86388888889,3000,,1.0,fits,46_P-20190401-1954-10x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,54,Asteroid,33,125.11916666666666,17.661388888888887,dtouzan@gmail.com,light,1,2017-04-07T21:00:00,57850.875,57850.885416666664,900,,0.2,fits,54-20170407-2100-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,54,Asteroid,34,125.17958333333334,17.62,dtouzan@gmail.com,light,1,2017-04-08T20:50:00,57851.868055555555,57851.87847222222,900,,0.2,fits,54-20170408-2050-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,71,Asteroid,35,2.9316666666666658,31.605833333333333,dtouzan@gmail.com,light,1,2017-09-22T22:31:00,58018.93819444445,58018.94305555556,420,,0.3,fits,71-20170922-2231-7x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,72,Asteroid,36,136.79083333333332,10.465555555555556,dtouzan@gmail.com,light,1,2021-04-04T20:53:00,59308.87013888889,59308.87222222222,180,,0.085,fits,72-20210404-2053-1x180s-f85.fits
science,OT_Library_UT1,UT1,IR-CUT,,82,Asteroid,37,143.37625,16.90861111111111,dtouzan@gmail.com,light,1,2017-04-25T20:40:00,57868.86111111111,57868.871527777774,900,,0.2,fits,82-20170425-2040-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,82,Asteroid,38,144.08208333333332,16.583888888888886,dtouzan@gmail.com,light,1,2017-04-28T20:45:00,57871.864583333336,57871.875,900,,0.2,fits,82-20170428-2045-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,89,Asteroid,39,336.75708333333324,11.276111111111112,dtouzan@gmail.com,light,1,2017-09-22T21:32:00,58018.89722222222,58018.902083333334,420,,0.3,fits,89-20170922-2132-7x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,95,Asteroid,40,343.13291666666663,13.572777777777777,dtouzan@gmail.com,light,1,2017-09-22T21:57:00,58018.91458333333,58018.919444444444,420,,0.3,fits,95-20170922-2157-7x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,96,Asteroid,41,101.66458333333333,30.088055555555556,dtouzan@gmail.com,light,1,2017-03-13T22:45:00,57825.947916666664,57825.965277777774,1500,,0.2,fits,96-20170313-2245-25x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,96,Asteroid,42,101.89416666666665,29.86277777777778,dtouzan@gmail.com,light,1,2017-03-15T21:10:00,57827.881944444445,57827.89236111111,900,,0.2,fits,96-20170315-2110-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,103,Asteroid,43,138.82375,18.08111111111111,dtouzan@gmail.com,light,1,2017-04-25T21:00:00,57868.875,57868.885416666664,900,,0.2,fits,103-20170425-2100-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,103,Asteroid,44,139.24,17.982499999999998,dtouzan@gmail.com,light,1,2017-04-28T21:20:00,57871.88888888889,57871.899305555555,900,,0.2,fits,103-20170428-2120-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,106,Asteroid,45,134.1245833333333,22.530555555555555,dtouzan@gmail.com,light,1,2017-04-21T20:55:00,57864.87152777778,57864.881944444445,900,,0.2,fits,106-20170421-2055-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,106,Asteroid,46,134.3658333333333,22.419444444444444,dtouzan@gmail.com,light,1,2017-04-23T20:40:00,57866.86111111111,57866.871527777774,900,,0.2,fits,106-20170423-2040-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,113,Asteroid,47,95.97458333333333,22.962777777777777,dtouzan@gmail.com,light,1,2017-03-13T20:30:00,57825.854166666664,57825.89791666666,3780,,0.2,fits,113-20170313-2030-63x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,121,Asteroid,48,113.83624999999998,28.702222222222222,dtouzan@gmail.com,light,1,2017-03-21T21:45:00,57833.90625,57833.912152777775,510,,0.3,fits,121-20170321-2145-17x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,121,Asteroid,49,114.08208333333332,28.592499999999998,dtouzan@gmail.com,light,1,2017-03-25T21:30:00,57837.895833333336,57837.97083333333,6480,,0.3,fits,121-20170325-2130-216x30s-f300-m.fits
science,OT_Library_UT1,UT1,IR-CUT,,123_P,Comet,50,165.18833333333333,27.42027777777778,dtouzan@gmail.com,light,1,2019-04-10T20:11:00,58583.84097222222,58583.88611111111,3900,,1.0,fits,123_P-20190410-2011-13x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,123_P,Comet,51,165.1520833333333,27.21361111111111,dtouzan@gmail.com,light,1,2019-04-11T20:07:00,58584.83819444444,58584.86944444444,2700,,1.0,fits,123_P-20190411-2007-9x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,123_P,Comet,52,165.10083333333333,26.784444444444446,dtouzan@gmail.com,light,1,2019-04-13T20:47:00,58586.86597222222,58586.90069444444,3000,,1.0,fits,123_P-20190413-2047-10x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,133,Asteroid,53,129.7383333333333,18.539166666666667,dtouzan@gmail.com,light,1,2021-03-05T21:41:00,59278.90347222222,59278.90486111111,120,,0.3,fits,133-20210305-2141-1x120s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,139,Asteroid,54,129.39958333333334,25.565555555555555,dtouzan@gmail.com,light,1,2020-04-15T19:51:00,58954.82708333333,58954.837499999994,900,,1.0,fits,139-20200415-1951-15x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,140,Asteroid,55,167.92791666666665,9.396666666666667,dtouzan@gmail.com,light,1,2017-05-08T21:30:00,57881.895833333336,57881.90555555556,840,,0.2,fits,140-20170508-2130-14x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,140,Asteroid,56,167.935,9.375555555555556,dtouzan@gmail.com,light,1,2017-05-09T21:40:00,57882.90277777778,57882.90763888889,420,,0.2,fits,140-20170509-2140-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,143,Asteroid,57,119.39583333333331,24.119444444444444,dtouzan@gmail.com,light,1,2017-04-10T21:00:00,57853.875,57853.885416666664,900,,0.2,fits,143-20170410-2100-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,143,Asteroid,58,119.56958333333331,24.02111111111111,dtouzan@gmail.com,light,1,2017-04-11T21:20:00,57854.88888888889,57854.895833333336,600,,0.2,fits,143-20170411-2120-10x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,143,Asteroid,59,119.74291666666666,23.925,dtouzan@gmail.com,light,1,2017-04-12T21:00:00,57855.875,57855.885416666664,900,,0.2,fits,143-20170412-2100-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,162,Asteroid,60,107.07499999999999,30.33277777777778,dtouzan@gmail.com,light,1,2017-03-13T21:45:00,57825.90625,57825.92083333333,1260,,0.2,fits,162-20170313-2145-21x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,162,Asteroid,61,107.33874999999999,30.214166666666667,dtouzan@gmail.com,light,1,2017-03-15T21:15:00,57827.885416666664,57827.89583333333,900,,0.2,fits,162-20170315-2115-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,164,Asteroid,62,178.28541666666666,32.05416666666667,dtouzan@gmail.com,light,1,2020-05-06T21:27:00,58975.89375,58975.93541666667,3600,,1.0,fits,164-20200506-2127-60x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,164,Asteroid,63,178.28541666666666,32.05416666666667,dtouzan@gmail.com,light,1,2020-05-06T21:26:00,58975.893055555556,58975.93472222222,3600,,1.0,fits,164-20200506-2126-60x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,200,Asteroid,64,103.83666666666666,25.905277777777776,dtouzan@gmail.com,light,1,2017-03-13T21:30:00,57825.895833333336,57825.909722222226,1200,,0.2,fits,200-20170313-2130-20x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,200,Asteroid,65,104.11458333333333,25.779722222222222,dtouzan@gmail.com,light,1,2017-03-15T20:45:00,57827.864583333336,57827.875,900,,0.2,fits,200-20170315-2045-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,212,Asteroid,66,122.7408333333333,19.52777777777778,dtouzan@gmail.com,light,1,2017-04-07T20:30:00,57850.854166666664,57850.86458333333,900,,0.2,fits,212-20170407-2030-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,212,Asteroid,67,122.86541666666666,19.488611111111112,dtouzan@gmail.com,light,1,2017-04-08T20:30:00,57851.854166666664,57851.86458333333,900,,0.2,fits,212-20170408-2030-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,213,Asteroid,68,151.51083333333332,17.91777777777778,dtouzan@gmail.com,light,1,2017-04-22T22:45:00,57865.947916666664,57865.95416666666,540,,0.2,fits,213-20170422-2245-09x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,213,Asteroid,69,151.54208333333332,17.896666666666665,dtouzan@gmail.com,light,1,2017-04-23T21:00:00,57866.875,57866.885416666664,900,,0.2,fits,213-20170423-2100-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,221,Asteroid,70,72.66499999999999,11.079166666666666,dtouzan@gmail.com,light,1,2017-01-26T20:45:00,57779.864583333336,57779.88333333334,1620,,0.2,fits,221-20170126-2045-27x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,224,Asteroid,71,121.21124999999999,25.984722222222224,dtouzan@gmail.com,light,1,2019-02-27T21:47:00,58541.907638888886,58541.91805555555,900,,1.0,fits,224-20190227-2147-15x60s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,259,Asteroid,72,118.98624999999998,30.089166666666664,dtouzan@gmail.com,light,1,2018-02-24T21:12:00,58173.88333333333,58173.924999999996,3600,,1.0,fits,259-20180224-2112-120x30s-f1000-G2c.fits
science,OT_Library_UT1,UT1,IR-CUT,,259,Asteroid,73,117.76291666666664,30.01361111111111,dtouzan@gmail.com,light,1,2018-03-21T20:24:00,58198.85,58198.85798611111,690,,1.0,fits,259-20180321-2024-23x30s-f1000-g2c.fits
science,OT_Library_UT1,UT1,IR-CUT,,268,Asteroid,74,163.7983333333333,9.814444444444446,dtouzan@gmail.com,light,1,2017-05-08T21:20:00,57881.88888888889,57881.89375,420,,0.2,fits,268-20170508-2120-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,268,Asteroid,75,163.88791666666665,9.768611111111111,dtouzan@gmail.com,light,1,2017-05-09T21:20:00,57882.88888888889,57882.89375,420,,0.2,fits,268-20170509-2120-07x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,306,Asteroid,76,120.93625,19.033611111111114,dtouzan@gmail.com,light,1,2021-03-05T22:20:00,59278.930555555555,59278.93194444444,120,,0.3,fits,306-20210305-2220-1x120s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,317,Asteroid,77,126.42749999999998,18.668333333333333,dtouzan@gmail.com,light,1,2021-03-05T21:54:00,59278.9125,59278.913888888885,120,,0.3,fits,317-20210305-2154-1x120s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,415,Asteroid,78,122.69166666666665,22.99277777777778,dtouzan@gmail.com,light,1,2017-04-07T20:15:00,57850.84375,57850.86111111111,1500,,0.2,fits,415-20170407-2015-25x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,415,Asteroid,79,122.93416666666666,22.97,dtouzan@gmail.com,light,1,2017-04-08T20:10:00,57851.84027777778,57851.850694444445,900,,0.2,fits,415-20170408-2010-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,442,Asteroid,80,123.74374999999996,20.470277777777778,dtouzan@gmail.com,light,1,2021-03-05T22:07:00,59278.92152777778,59278.92291666666,120,,0.3,fits,442-20210305-2207-1x120s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,446,Asteroid,81,82.02499999999999,34.77388888888889,dtouzan@gmail.com,light,1,2017-01-02T21:30:00,57755.895833333336,57755.92152777778,2220,,0.3,fits,446-20170102-2130-148x15s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,446,Asteroid,82,78.95291666666667,34.49027777777778,dtouzan@gmail.com,light,1,2017-01-18T21:15:00,57771.885416666664,57771.89791666666,1080,,0.2,fits,446-20170118-2115-18x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,446,Asteroid,83,78.8175,34.463055555555556,dtouzan@gmail.com,light,1,2017-01-19T21:15:00,57772.885416666664,57772.902083333334,1440,,0.2,fits,446-20170119-2115-24x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,446,Asteroid,84,78.68624999999999,34.43472222222222,dtouzan@gmail.com,light,1,2017-01-20T21:45:00,57773.90625,57773.919444444444,1140,,0.2,fits,446-20170120-2145-19x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,451,Asteroid,85,171.96791666666664,25.359166666666667,dtouzan@gmail.com,light,1,2019-04-20T21:12:00,58593.88333333333,58593.91805555555,3000,,1.0,fits,451-20190420-2112-10x300s-f1000.fits
science,OT_Library_UT1,UT1,IR-CUT,,456,Asteroid,86,334.385,9.950555555555555,dtouzan@gmail.com,light,1,2017-09-22T21:38:00,58018.90138888889,58018.90625,420,,0.3,fits,456-20170922-2138-7x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,472,Asteroid,87,129.29041666666666,25.793055555555558,dtouzan@gmail.com,light,1,2017-04-07T21:25:00,57850.89236111111,57850.902777777774,900,,0.2,fits,472-20170407-2125-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,472,Asteroid,88,129.445,25.79277777777778,dtouzan@gmail.com,light,1,2017-04-08T21:08:00,57851.88055555556,57851.89097222222,900,,0.2,fits,472-20170408-2108-15x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,500,Asteroid,89,102.40916666666665,25.780277777777776,dtouzan@gmail.com,light,1,2016-12-28T20:30:00,57750.854166666664,57750.89409722222,3450,,0.2,fits,500-20161228-2030-115x30s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,512,Asteroid,90,82.87624999999998,23.271944444444443,dtouzan@gmail.com,light,1,2018-02-17T19:50:00,58166.82638888889,58166.83125,420,,1.2,fits,512-20180217-1950-14x30s-f1200.fits
science,OT_Library_UT1,UT1,IR-CUT,,512,Asteroid,91,83.47916666666664,23.525,dtouzan@gmail.com,light,1,2018-02-21T21:18:00,58170.8875,58170.90833333333,1800,,1.0,fits,512-20180221-2118-60x30s-f1000-G2c.fits
science,OT_Library_UT1,UT1,IR-CUT,,512,Asteroid,92,83.48291666666665,23.52638888888889,dtouzan@gmail.com,light,1,2018-02-21T21:50:00,58170.90972222222,58170.91909722222,810,,1.0,fits,512-20180221-2150-27x30s-f1000-G2c.fits
science,OT_Library_UT1,UT1,IR-CUT,,623,Asteroid,93,341.48125,10.419444444444444,dtouzan@gmail.com,light,1,2017-09-22T21:48:00,58018.90833333333,58018.913194444445,420,,0.3,fits,623-20170922-2148-7x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,94,81.36916666666666,34.96333333333334,dtouzan@gmail.com,light,1,2017-01-16T18:00:00,57769.75,57769.76527777778,1320,,0.2,fits,642-20170116-1800-22x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,95,81.36749999999999,34.96277777777778,dtouzan@gmail.com,light,1,2017-01-16T18:16:00,57769.76111111111,57769.77638888889,1320,,0.2,fits,642-20170116-1816-22x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,96,81.22083333333332,34.91027777777778,dtouzan@gmail.com,light,1,2017-01-17T19:30:00,57770.8125,57770.834027777775,1860,,0.2,fits,642-20170117-1930-31x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,97,81.08083333333333,34.85638888888889,dtouzan@gmail.com,light,1,2017-01-18T21:00:00,57771.875,57771.89722222222,1920,,0.2,fits,642-20170118-2100-32x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,98,80.95875,34.80583333333333,dtouzan@gmail.com,light,1,2017-01-19T20:30:00,57772.854166666664,57772.881944444445,2400,,0.2,fits,642-20170119-2030-40x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,99,80.84,34.753055555555555,dtouzan@gmail.com,light,1,2017-01-20T20:45:00,57773.864583333336,57773.88888888889,2100,,0.2,fits,642-20170120-2045-35x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,100,80.18874999999998,33.536944444444444,dtouzan@gmail.com,light,1,2017-02-11T20:00:00,57795.833333333336,57795.879166666666,3960,,0.3,fits,642-20170211-2000-66x60s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,101,80.24958333333332,33.47944444444445,dtouzan@gmail.com,light,1,2017-02-12T21:30:00,57796.895833333336,57796.9375,3600,,0.3,fits,642-20170212-2130-120x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,102,80.30916666666666,33.430277777777775,dtouzan@gmail.com,light,1,2017-02-13T19:30:00,57797.8125,57797.837847222225,2190,,0.3,fits,642-20170213-1930-73x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,103,80.46083333333331,33.32277777777778,dtouzan@gmail.com,light,1,2017-02-15T20:00:00,57799.833333333336,57799.84375,900,,0.3,fits,642-20170215-2000-30x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,104,80.65333333333332,33.21027777777778,dtouzan@gmail.com,light,1,2017-02-17T23:30:00,57801.979166666664,57801.99513888889,1380,,0.2,fits,642-20170217-2330-23x60s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,642,Asteroid,105,80.74874999999999,33.16111111111111,dtouzan@gmail.com,light,1,2017-02-18T22:20:00,57802.930555555555,57802.947916666664,1500,,0.2,fits,642-20170218-2220-5x300s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,648,Asteroid,106,102.91041666666665,26.029444444444444,dtouzan@gmail.com,light,1,2016-12-28T20:30:00,57750.854166666664,57750.89409722222,3450,,0.2,fits,648-20161228-2030-115x30s-f200.fits
science,OT_Library_UT1,UT1,IR-CUT,,648,Asteroid,107,95.37083333333332,23.289444444444445,dtouzan@gmail.com,light,1,2017-02-11T21:00:00,57795.875,57795.88993055555,1290,,0.3,fits,648-20170211-2100-43x30s-f300.fits
science,OT_Library_UT1,UT1,IR-CUT,,648,Asteroid,108,95.32583333333332,23.047777777777778,dtouzan@gmail.com,light,1,2017-02-15T20:40:00,57799.86111111111,57799.861805555556,60,,0.3,fits,648-20170215-2040-2x30s-f300.fits
